YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
çok klasik ve şık bir çanta.,1.0,0.0,0.0,1.0
çok küçük hiçbir şey sığmıyor,0.0,0.0,0.0,1.0
güzel bir ürün hoş duruyor. sadece paketleme sonucunda hafif ezilmeler vardı.,1.0,1.0,0.0,1.0
"ürünün kalitesi süper, severek kullanıyorum kesinlikle tavsiye ederim.",1.0,0.0,0.0,0.0
çok beğenerek kullanıyorum gerçekten mağazada satılanlardan daha kaliteli,1.0,0.0,0.0,0.0
cok zerif bir canta🥰,1.0,0.0,0.0,1.0
gayet güzel bir ürün,1.0,0.0,0.0,0.0
çok beğendim kaliteli duruyor minik ama tatlı bir çanta,1.0,0.0,0.0,1.0
daha büyük bekliyordum ama olsun çok güzel derisi duruşu,1.0,0.0,0.0,1.0
"146.86₺ ye indirimli almıştım. annem çok beğendiği için o kullanıyorfakat gayet minnoş, şık ve zarif duran fiyat performans ürünü.",1.0,0.0,1.0,1.0
gözünüz kapalı alın ayrica not çok tatlis,1.0,0.0,0.0,1.0
ürünü çok beğendim küçük işlevsel bir çanta.,1.0,0.0,0.0,1.0
her seyle uyumlu bir parça begendim,0.0,0.0,0.0,1.0
cok guzel bir canta bayildim,1.0,0.0,0.0,1.0
şık ama daha özenli paketlenmeli.,0.0,1.0,0.0,1.0
madalya kalitesiiiiii,1.0,0.0,0.0,0.0
aşırı kaliteli harika bi çanta. düşünmeden alınabilir.,1.0,0.0,1.0,0.0
çok güzel ve kaliteli çanta,1.0,0.0,0.0,1.0
ürün çok iyi göründüğü gibi geldi rahat ve kullanışlı ve çok zarif,1.0,0.0,0.0,1.0
güzel beğendim,1.0,0.0,0.0,1.0
çanta çok güzel aynısı geldi bot için teşekkürler,1.0,0.0,0.0,1.0
hediye almıştım çok güzel kaliteli günlük her kombine yakışacak bir çanta,1.0,0.0,0.0,1.0
özetle muhteşem bir çanta bundan sonra çanta konusunda tek adresim 😊,1.0,0.0,0.0,1.0
çok beğendiim ama biraz kücüktü,1.0,0.0,0.0,1.0
yapısı çok güzel yumuşacık ici bi tık küçük ama bence yine de iyi,1.0,0.0,0.0,1.0
çok güzell. zarif notunuz için teşekkür ederim:),0.0,0.0,0.0,0.0
"ürün gayet güzel, teşekkürler.",1.0,0.0,0.0,0.0
severek kullanıyorum çok güzel ve kaliteli,1.0,0.0,0.0,0.0
kaliteli güzel bir ürün.,1.0,0.0,0.0,1.0
çok güzel senelerdir kullanıyorum ve ayrıca çok şık.,1.0,0.0,0.0,1.0
asiri iyi,1.0,0.0,0.0,0.0
kaliteli bi cantaydii,1.0,0.0,0.0,0.0
güzel bir ürün beğendim,1.0,0.0,0.0,1.0
galiteli ve ayrıca yolladığınız güzel not için çok teşekkür ederim ☺️,1.0,1.0,0.0,0.0
i̇yiydi beğendim,1.0,0.0,0.0,0.0
fiyatına göre güzel çanta,1.0,0.0,1.0,0.0
çok beğendim teşekkür ederim. özel günlerde şık ve zarif,1.0,0.0,0.0,1.0
ürün görseldekiyle aynı gayet kullanışlı,1.0,0.0,0.0,1.0
çok beğendim,1.0,0.0,0.0,0.0
fiyatına gore urunun deri kalitesi cok iyi.ben kendime aldim sonra bidearkadasima hediye vermek icin siparis ettim.sadece kucuk biraz ama cokhos.paketlemede guzeldi.,1.0,1.0,1.0,1.0
beğenerek aldım güzel,1.0,0.0,0.0,0.0
beğenerek kullanıyorum gayet güzel,1.0,0.0,0.0,0.0
arkadaşıma hediye aldım çok beğendi çok güzel,1.0,0.0,0.0,1.0
çok güzel çanta ablama hediye aldım güzel olduğu için ona çok yakıştısize nasıl olur bilemem 🥺💘,1.0,0.0,0.0,1.0
güzel şık beğendim,1.0,0.0,0.0,1.0
yorumlar çok iyiydi.. belkide o yüzden beklentimi yükselttim kötü değilama çok ta iyi değil baya küçük cuzdanla telefon zor sığar icine,0.0,0.0,0.0,1.0
kaliteli çok hoş,1.0,0.0,0.0,1.0
"i̇ndirim olduğunda almıştım , benim beklentimin üstünde geldi . bir tıkbüyük olabilirdi ama bu boyda gayet güzel oldu aslında 🙏🏻 kargolamasıve özeni için teşekkür ederim",1.0,1.0,1.0,1.0
çok güzel içi çok geniş küçük ama çok şey alıyor,1.0,0.0,0.0,1.0
oldukça güzel minik sevimli. tek göz,1.0,0.0,0.0,1.0
arkadaşım için almıştım çok beğendi,0.0,0.0,0.0,0.0
"2 renk aldım, iyi ki öyle yapmışım. fiyatına göre çok kaliteli",1.0,0.0,1.0,0.0
mükemmelllll çok kaliteli bayıldım ❤️,1.0,0.0,0.0,0.0
harika cok orjınal bor canta,1.0,0.0,0.0,1.0
çantayı çok beğendim. sadece görseldekinden birazcık daha küçük amaolsun harika 😊,1.0,0.0,0.0,1.0
kaliteli baya,1.0,0.0,0.0,0.0
mükəmmelllll bayildim çok iyi,1.0,0.0,0.0,0.0
ablama hediye diye aldım süper,1.0,0.0,0.0,1.0
ürün gayet güzel ve kaliteli boyutu küçük cüzdan ve telefon sığıyorküçük çanta sevenlere tavsiye ederim boyunun ayarlanabilmesi çok güzel olmuş,1.0,0.0,0.0,1.0
bayıldım çok tatlı küçük ama sevimli bi çantaya ihtiyacı olan alsın,0.0,0.0,0.0,1.0
harika kullanışlı bir çanta,1.0,0.0,0.0,0.0
çok güzel kaliteli çanta,1.0,0.0,0.0,0.0
çok kaliteli çanta içi de boyutu da çok güzel alabilirsiniz. kargoyu daçok iyi sarıp göndermişler,1.0,1.0,0.0,1.0
çok güzel ve şık bir çanta,1.0,0.0,0.0,1.0
cok kulanisli kaliteli,1.0,0.0,0.0,0.0
kahverengisini de sipariş verdim tereddüt etmeden alın,1.0,0.0,1.0,0.0
kulp kısmı biraz kısa gayet kalşteli görünüyor çabuk geldi teşekkür ederim,1.0,0.0,0.0,1.0
kayınvalideme aldık çok beğendik,1.0,0.0,0.0,0.0
kaliteli güzel çanta,1.0,0.0,0.0,1.0
ürüne bayıldım gerçekten tam istediğim gibi ve bu fiyata gayet kaliteli,1.0,0.0,1.0,1.0
severek aldım hep beğendiğim bir modeldi,0.0,0.0,0.0,1.0
derisinin kalitesi muazzam boyut olarakta tatlı kargo teslimat her şeymükemmel :),1.0,1.0,0.0,1.0
çok beyendim,1.0,0.0,0.0,0.0
zarif bir çanta kaliteli duruyor,1.0,0.0,0.0,1.0
fiyat performans ürünü çok güzel aynı göründüğü gibi geldi.,1.0,0.0,1.0,1.0
çok şık ve sade çok beğendim,1.0,0.0,0.0,1.0
bayıldım aldığımdan berı bunu kullanıyorum,1.0,0.0,0.0,0.0
çok beğendimmmm ❤️❤️❤️ kalitesiz durmuyor,1.0,0.0,0.0,0.0
ölçülerini bilerek aldim.mini sık.kalite ben beğendim.🤚,1.0,0.0,0.0,1.0
arkadaşımıza doğum günü hediyesi olarak aldık çok beğendi,0.0,0.0,0.0,0.0
çok beğendim çok güzel 👍 harikaaa hattaaa teşekkür ederim 😍,1.0,0.0,0.0,1.0
gayet güzel ve kaliteli ama bir puanı askının bi tık kısa olmasındankırıyorum tam arada kaldı ne uzun ne kısa bunu bilip almanızı tavsiyeederim ama güzel çanta,1.0,0.0,0.0,1.0
ürün kaliteli. hızlı teslim oldu. minimal sade ve şık bir çanta,1.0,0.0,0.0,1.0
harika hele içine bıraktığınız not harikaydı teşekkür ederim iyi kivarsın rabia ❤️,0.0,1.0,0.0,0.0
çanta çok güzel ama küçük cüzdanım ve iki üç makyaj malzemem sığıyor amaçok beğendim,0.0,0.0,0.0,1.0
ürün çok şirin ve kalliteli,1.0,0.0,0.0,1.0
o kadar güzel ki anlatamam ✨✨✨ kaliteli ve minik bir çanta,1.0,0.0,0.0,1.0
biraz küçük ama kaliteli,1.0,0.0,0.0,1.0
çok beğendim sadece içi bu ebattaki çantama kıyasla biraz daha küçük,0.0,0.0,0.0,1.0
beğendim teşekkürler,0.0,0.0,0.0,0.0
çok kaliteli bir çanta,1.0,0.0,0.0,0.0
arkadaşıma doğum günü hediyesi olarak aldım çok beğendi. çok kullanışlıbir çanta,1.0,0.0,0.0,1.0
çok güzel kaliteli teşekkür ederim,1.0,0.0,0.0,0.0
çok şık kullanışlı,1.0,0.0,0.0,1.0
derisi duruşu mükemmel,1.0,0.0,0.0,1.0
aldığım gün indirime girince iade edip tekrar almak zorunda kaldım. amakaliteli ve şık bir çanta. piyasaya göre de uygun,1.0,0.0,1.0,1.0
tek kelimeyle harika,1.0,0.0,0.0,0.0
harika bir çanta kullanımı güzel biraz küçük,1.0,0.0,0.0,1.0
gayet güzel,1.0,0.0,0.0,0.0
kaliteli gerçekten büyük değil zarif duruyor,1.0,0.0,0.0,1.0
gayet güzel,1.0,0.0,0.0,0.0
"çantaya ba yıl dım.küçük, kibar ve şık.peki nota ne demeli ;)",1.0,0.0,0.0,1.0
teşekkürler beğendim,1.0,0.0,0.0,0.0
çok şık beğendim,0.0,0.0,0.0,1.0
herkes hayran kaldı alın,1.0,0.0,0.0,1.0
çok güzel her seyle uyuyo,1.0,0.0,0.0,1.0
çok begendim paketleme çok guzeldi üründe çok kaliteli,1.0,1.0,0.0,0.0
çok güzel bayıldım,1.0,0.0,0.0,1.0
çoook seviyorum çook kullanışlı çok kaliteli duruyor kesinlikle alın,1.0,0.0,0.0,0.0
anneme aldım çok beğendii 😍,0.0,0.0,0.0,1.0
cok begendim cok guzel,1.0,0.0,0.0,1.0
çok tatlı çok beğendim,1.0,0.0,0.0,1.0
çantada aslında tereddüt etmiştim çünkü paketlemeden hoşlanmamış olankişiler vardı ama bana iyi ve hasarsız bir şekilde geldi ve yanındakinotta çok tatlıydı hoşuma gitti,1.0,1.0,0.0,0.0
kaliteli ürün 🥰,1.0,0.0,0.0,0.0
mükemmel paketleme,0.0,1.0,0.0,0.0
ürün kutu içinde çok özenli bir şekilde geldi. bunun için çok teşekkürederim. çanta kesinlikle çok kaliteli görünüyor. ucuz ve kalitesizgörünmüyor. ağır ve şık. bayıldım,1.0,1.0,1.0,1.0
ürün görseldekinden daha küçuk yani anca bir telefon ve cüzdan sıgarküçük bir çanta ama güzel şik,1.0,0.0,0.0,1.0
çok beğendim teşekkürler.,1.0,0.0,0.0,0.0
güzel ve sağlam,1.0,0.0,0.0,1.0
eşime hediye aldim begendı,0.0,0.0,0.0,0.0
ürün çok güzel aynı fotoğraftaki gibi kaliteli duruyor. ayrıca çok güzelde bir not yazmışlar teşekkür ederim,1.0,1.0,0.0,1.0
güzel beğendim küçük sevenler için güzel canta,1.0,0.0,0.0,1.0
bayildim cok şık bi canta,0.0,0.0,0.0,1.0
çok güzel çok şık bi çanta kaliteli duruyor,1.0,0.0,0.0,1.0
beklediğimden daha güzel geldi. kibar bir görüntüsü var.,1.0,0.0,0.0,1.0
çok güzel beyendim,1.0,0.0,0.0,0.0
çok kullanışlı ve şık,1.0,0.0,0.0,1.0
çok güzel bayıldım 😍,1.0,0.0,0.0,1.0
fiyat performans ürünü,1.0,0.0,1.0,0.0
bayiliyrm bu cantaya her taktgmda begeniliyr yalnz kulpu bir tık uzun olabilirmis,1.0,0.0,0.0,1.0
çook beğendim kaliteli,1.0,0.0,0.0,0.0
severek takıyorum çok güzel,1.0,0.0,0.0,1.0
çok harika bir çanta,1.0,0.0,0.0,1.0
çanta çok güzel arkadaşıma dg hediyesi olarak aldım ancak biraz satıncahemen fiyatı arttırma nedir anlayamıyorum,1.0,0.0,1.0,1.0
tam bir muadil çok beğendim çok şık duruyor,1.0,0.0,0.0,1.0
çok şık bir çanta,0.0,0.0,0.0,1.0
cok beyendim,1.0,0.0,0.0,0.0
çok kaliteli ve sik.fotoda gorundugunden daha kucuk gibi ama,1.0,0.0,0.0,1.0
mükemmel bayıldım,1.0,0.0,0.0,1.0
mük kaliteli,1.0,0.0,0.0,0.0
arkadaşıma hediye aldım çok beğendi,0.0,0.0,0.0,0.0
beklentimin çok üstünde bir performans gösterdi. cüzdan boyumun büyükolmasindan kaynaklı biraz küçük geldi ama gayet iyi bı şekilde ikitelefon ve uzun cüzdan sığdı. daha ne.olsun!,1.0,0.0,0.0,1.0
çok güzel ve şık.,1.0,0.0,0.0,1.0
cok guzel paketlenmis cok guzel kombin kurtarici bi canta cok sevdimmalinn aldirin,1.0,1.0,0.0,1.0
bayıldım harika  bayıldım,1.0,0.0,0.0,1.0
the quality is the same as the price 🤷‍♀️,0.0,0.0,0.0,0.0
harika bir çanta,1.0,0.0,0.0,1.0
"sadece cüzdan ve telefon alacak büyüklükte ama çok şık, severek kullanıyorum.",1.0,0.0,0.0,1.0
harika hem de çok kaliteli,1.0,0.0,0.0,0.0
"rengi, dokusu çok güzel. i̇ndirimdeyken 360 tl'ye aldım🫠",1.0,0.0,1.0,1.0
ürün tam istediğim gibi geldi çok teşekkür ediyorum,1.0,0.0,0.0,0.0
"çook güzel, çok kaliteli, teşekkür ederim😍",1.0,0.0,0.0,0.0
arkadaşım için hediye olarak aldım. onun isteği gibi telefon cüzdankoyup çıkmalık herşeyle uyumlu bir çanta,0.0,0.0,0.0,1.0
çok şık duruyor,0.0,0.0,0.0,1.0
"görseldeki kızımız ne kadar ufak bilemedim ama bu çanta çok küçük.cüzdan bile sığmadı. içine anca bir kartlık, bir telefon, anahtar ve birde gloss sığar.",0.0,0.0,0.0,1.0
iyi beğendi  🙃,1.0,0.0,0.0,1.0
"çok hızlı kargoya verildi,kibar zarif bir çanta.i̇nce notunuz için deteşekkür ederim.",1.0,1.0,0.0,1.0
çok severek kullanıyorum iyiki almışım çeyizede aldık içine de baya ürün sığıyor,1.0,0.0,0.0,1.0
"cumartesi sipariş verdim pazartesi günü öğleden önce elime ulaştıharikasınız çanta da çok tatlı, kaliteli görünüyor",1.0,0.0,0.0,1.0
çok severek kullanıyorum,1.0,0.0,0.0,0.0
çok güzellll,1.0,0.0,0.0,0.0
cok guzel bir canta. icerisine bir cuzdan bir telefon sigiyor rahat,0.0,0.0,0.0,1.0
"çok güzel bir ürün, üstelik gönderdiğiniz hediye için çok teşekkür ederim.",1.0,1.0,0.0,0.0
sağlam ve hızlı geldi teşekkürler.,1.0,1.0,0.0,0.0
çok beğendim baya kaliteli bir derisi var,1.0,0.0,0.0,0.0
çok hoş zarif şık bir çanta tercihim madamra olacak çanta alırsam 🌸,0.0,0.0,0.0,1.0
50 lira daha verir stradivarius alırım kesinlikle o kalite yok ama geneldeğerlendirdiğimde alınabilir güzel çanta,1.0,0.0,1.0,0.0
model güzel kaliteyi begenedim biraz daha koyup marka alin,1.0,0.0,0.0,1.0
24 saat dolmadan hemen elime ulaştı. kalite kokuyor çok beğendim. teşekkürler,1.0,0.0,0.0,0.0
ürün çok güzel ve çok şık sadece arkasında biraz deforme vardı biraz üzdü..,1.0,0.0,0.0,1.0
"belki benim müşkülpesentliğim bilmiyorum, paketleme kargo inanılmazözenli. teşekkürler ancak büyük çantadan küçük çantaya yeni geçişyaptığım için emin olamadım",0.0,1.0,0.0,1.0
güzel kaliteli bir çanta,1.0,0.0,0.0,0.0
ince not için teşekkürler ürün fiyatına göre iyi,1.0,1.0,1.0,0.0
tam bir fiyat performans ürünü,1.0,0.0,1.0,0.0
tam fp ürünü,1.0,0.0,1.0,0.0
şık bir çanta,0.0,0.0,0.0,1.0
"çabuk geldi, paketleme çok iyiydi. çanda zaten mükemmel. bu fiyataalınır 👍🏻",1.0,1.0,1.0,0.0
çok sevdim iyi ki almışım,1.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0
çok beğendim çok güzel yazı çok iyiydi teşekkürler,1.0,0.0,0.0,0.0
aşırı kaliteli ama banada göre küçük geldi,1.0,0.0,0.0,1.0
çok güzel kaliteli duruşu çok iyi ben beğendim,1.0,0.0,0.0,1.0
harika kaliteli,1.0,0.0,0.0,0.0
"çok tereddüt ederek almıştım fakat çantaya bayıldım. kalitesi duruşufiyatının çok çok üstünde. bir tane kaliteli, şık ve çok para vermediğimbi çantam olsun diyorsanız o çanta bu çanta. emeğinize sağlık ❤️❤️",1.0,0.0,1.0,1.0
beğendim beklediğim gibi geldi,1.0,0.0,0.0,0.0
her kıyafetle uyumlu çok şık,0.0,0.0,0.0,1.0
güzel çanta 😍,0.0,0.0,0.0,1.0
inanılmaz güzel kesin alin,1.0,0.0,0.0,1.0
156liraya indirimdeyken aldım. o kadar şık ve kaliteli duruyor ki. boyutolarak genişliği 20cm yüksekliği 10cm falan büyük değil ama ideal. i̇çifermuarsız. poşete sarıp yollamışlar ama allahtan güzel geldi dahaözenli kargolanabilir.,1.0,1.0,1.0,1.0
çok güzel kaliteli severek kullanıyorum,1.0,0.0,0.0,0.0
çok beğendim fiyatına göre kaliteli bir çanta,1.0,0.0,1.0,0.0
çok beğendim hep kullanıyorum çok kaliteli,1.0,0.0,0.0,0.0
tarz duruyor güzel çanta azcık küçük oda belli zaten küçük olduğu,1.0,0.0,0.0,1.0
hediye olarak almıştım çok beğendi arkadaşım,1.0,0.0,0.0,1.0
küçük ama şık bir çanta. kalitesi fiyat/performans ürünü.,1.0,0.0,1.0,1.0
gayet güzel teşekkürler,1.0,0.0,0.0,0.0
hediye aldım ve çok beğendim,1.0,0.0,0.0,1.0
kuması duruşu kalitesinden belli. ben çok beğenerek aldım pişman değilimalın aldırın çok tatlı çok iyi,1.0,0.0,0.0,1.0
beğendim güzel parça💘,1.0,0.0,0.0,1.0
bayıldım rengi dokusu harika,1.0,0.0,0.0,1.0
çok güzel bir ürün bir beden büyük almanızı tavsiye ederim,1.0,0.0,0.0,1.0
ürün tam göründügü gibi geldi korgo çok hızlıydı paketleme güzeldiürünün kumaşı dokusu yumuşacık işinizi düzgün yaptıgınız için sizitebrik ediyorum herkese tavsiye ediyorum kazancınız bol bereketli olsunhayırlı işler,1.0,1.0,0.0,0.0
"azərbaycandan sifariş etmişdim. çoox bəyəndim 😍 fotografdaki gibi çoxkalın deyil  ince birazcik. yazın giydireceyim 🩵  1 beden büyük alınsaiyi olur  3 ,5 aylık oğluma 6 aylık tam oldu",1.0,0.0,0.0,1.0
çok güzel çok beğendim,1.0,0.0,0.0,1.0
göründüğü gibi geldi gönül rahatlığıyla alışveriş yapabilirsiniz,1.0,0.0,1.0,0.0
güzel begendim,1.0,0.0,0.0,1.0
ürün çok güzel kumaşını çok beğendim,1.0,0.0,0.0,0.0
güzel beğendim,1.0,0.0,0.0,1.0
çok çok guzeel 🤌🏻 kaliteli kumaş,1.0,0.0,0.0,0.0
çok güzel,1.0,0.0,0.0,0.0
çok güzel bir urun,1.0,0.0,0.0,0.0
çok güzel kumaşı yumuş yumuş,1.0,0.0,0.0,0.0
kalite çok iyi,1.0,0.0,0.0,0.0
güzel ve şirin,0.0,0.0,0.0,1.0
çok güzel teşekkür ederim,1.0,0.0,0.0,0.0
çok minnoş,0.0,0.0,0.0,1.0
"çox gözəldir, eyni şəkildəki kimi gəldi.təşəkkürlər💕",1.0,0.0,0.0,1.0
ürünler çok güzel beğendik,1.0,0.0,0.0,1.0
göründüğü gibi geldi güzel,1.0,0.0,0.0,1.0
güzel ürün,1.0,0.0,0.0,1.0
iç dış ürün çok güzel fiyatına göre ben çok beğendim yumuşacık,1.0,0.0,1.0,0.0
çok sevdim....,1.0,0.0,0.0,0.0
takım olarak güzel tam beden olarak alabilirsiniz,1.0,0.0,0.0,1.0
gerçekten bayıldım çok güzel doğacak olan bebeğime giydirmek için sabırsızlanıyorum,1.0,0.0,0.0,1.0
fiyatına göre kalitesi iyi,1.0,0.0,1.0,0.0
güzeldi çok beğendim ama biraz küçük sanki,1.0,0.0,0.0,1.0
çok tatlı kumaşı çok güzel,1.0,0.0,0.0,1.0
cok guzelmis fotograftaki gibi,1.0,0.0,0.0,1.0
çok güzel bi takım göründüğü gibi geldi,1.0,0.0,0.0,1.0
bu ikinci siparişim bundan da memnun kaldım. zıbının  güzel kumaşı var.,1.0,0.0,0.0,0.0
çok güzel kaliteli geldi,1.0,0.0,0.0,0.0
hediye olarak aldim çok beğenildi,0.0,0.0,0.0,0.0
çok güzel ama yaaa 💜,1.0,0.0,0.0,1.0
ya bu kadar tatlıııılııık nedir allah ım sen isteyen herkesi evlatsahibi edesin inşallah 🙏🙏,0.0,0.0,0.0,0.0
çok güzel çok beğendim,1.0,0.0,0.0,1.0
ürün kalitesi bu fiyata göre çok çok iyi . kumaşı ürünün baskısı gayetkaliteli dokusu yumuş yumuş çok beğendim 😊,1.0,0.0,1.0,0.0
"ürün kaliteli ve görüldüğü gibi güzel,hediye aldım çok beğenildi.firmayetkilisi ricam üzerine hediye paketi bile yaptı.ilgilerine teşekkür ederim",1.0,1.0,0.0,1.0
elime bugün ulaştı bayıldım kalitesi çok güzel,1.0,0.0,0.0,0.0
hızlı geldi ürün harikaaaa 😍😍😍😍😍,1.0,0.0,0.0,0.0
"kumaşı güzel, sevimli, alınır",1.0,0.0,0.0,1.0
göründüğü gibi çok güzel 😍,0.0,0.0,0.0,1.0
gerçekten çok kaliteli teşekkür ederim 🥰,1.0,0.0,0.0,0.0
çok beğendim teşekkür ederim,0.0,0.0,0.0,0.0
ürün fiyatına göre çok kaliteli bir beden büyük alınabilir,1.0,0.0,1.0,1.0
"hediye aldım, memnun kaldılar. rengi çok güzel kaliteli.",1.0,0.0,0.0,1.0
"ürünü çok beğendim görseldeki gibi tam da, kumaşı da çok hoş sadecekıyafet 9 ay olduğu halde çorabı yeni doğan çorabı 🙈😂 ama olsunçorabin olduğunu bile bilmiyordum o yüzden sorun etmedim. hediyeedileceğini söylediğim için hediye paketi yaptılar ve hemenkargoladilar. gayet özenliler. teşekkür ederim satıcıya 🤍 hemen hediyeverdiğim için fotoğraf çekemedim :)",1.0,1.0,0.0,1.0
güvenerek alabilirsiniz harikaaa🌸,1.0,0.0,0.0,0.0
ürünün kalitesi güzel ama fotoğraftaki gibi rengi canlı değil,1.0,0.0,0.0,1.0
kumaş yumuşacık çok beğendim tavsiye ederim,1.0,0.0,0.0,0.0
ürün  fotoğrafıyla aynı beğendim,1.0,0.0,0.0,1.0
cok guzel hediyye almışdım beyendiler,1.0,0.0,0.0,1.0
kaliteli hediye olarak aldım kumaşları güzeldi,1.0,0.0,0.0,0.0
gerçekten çok güzel ve kaliteli bi kaç takım daha sipariş vermeyidüşünüyorum çok teşekkür ederim 🥰,1.0,0.0,0.0,0.0
çok tatlı beğendim,1.0,0.0,0.0,1.0
ürün resimdeki ile birebir aynı geldi. hatta bence daha da güzel.inanılmaz cici bir tulum. sipariş verdiğim beden tam ayarında. kalıbıgeniş olması güzel. teşekkürler,1.0,0.0,0.0,1.0
çok güzel yumuşacık,1.0,0.0,0.0,0.0
oğlum için aldım daha giydirmek nasip olmadı ama çok sevimli ve rahatbir takım😊,1.0,0.0,0.0,1.0
çorap yoktu,0.0,1.0,0.0,0.0
çok çok güzel çok teşekkür ediyorum tıpkısı geldi herkese tavsiye ederim 👍💐💐💐💐💐,1.0,0.0,0.0,0.0
çok güzel bir takım kesinlikle alınmalı hiç tereddüt etmeyin satıcı çokilgiliydi teşekkür ederim 🙏,1.0,0.0,0.0,1.0
çok tatlı ❤️❤️,0.0,0.0,0.0,1.0
beğenerek aldım çok güzel geldi kargo zamanında geldi ürün kalitesigüzel rengi canlı bayıldım,1.0,1.0,0.0,1.0
daha giyindirmedim kaliteli güzel kumaşı var,1.0,0.0,0.0,0.0
"ya o kadar güzelkii,kumaşı,dokusu,kalınlığı çok çok güzel,satıcı aynıgün kargoladı ve bir gün sonra kapımdaydı,çok sağolun 🙏🏼tam bedenalabilirsiniz ama biraz daha giysin derseniz birkaç ay büyük bedentercih edebilirsiniz,rengine kadar herşeyine bayıldım oğluma çok yakıştı ❤️",1.0,1.0,0.0,1.0
o kadar güzelki arkadaşlarıma hediye aldım,1.0,0.0,0.0,1.0
çok güzel bir de küçük hediye göndermişler teşekkür ederim ☺️,1.0,1.0,0.0,0.0
kardeşime aldım güzel ürün,1.0,0.0,0.0,0.0
oğlum için aldım henüz giydirmedim ama güzele benziyor,0.0,0.0,0.0,1.0
o kadar kaliteliki insallah yıkayıncada aynı kalitede kalır  teşekkürederim 🙏🏻,1.0,0.0,0.0,0.0
güzel beğendim,1.0,0.0,0.0,1.0
yumuşacık iki renginide aldim,1.0,0.0,0.0,1.0
yumuşak ama 6 aylık değil yeni doğan bebek için sanki çok küçük kalıpları,1.0,0.0,0.0,1.0
arkadasımın bebeğine hediye aldım çok güzel bayıldim,1.0,0.0,0.0,1.0
fiyatına göre çok güzel bir ürün yumuşacık tavsiye ederim,1.0,0.0,1.0,0.0
"ürünler çok kaliteli, çok beğendin🤌🤌 kesinlikle tavsiye ediyorum👍",1.0,0.0,0.0,0.0
çok güzel kalite bi ürün yeğenime aldım eminim çok yakışacak.,1.0,0.0,0.0,0.0
çok gzel bebegim için aldm,1.0,0.0,0.0,1.0
çok güzel çok beğendim,1.0,0.0,0.0,1.0
çok tatlı yumusacik yeğenim icin aldim fakat beden konusunda büyük olanıtercih edin,1.0,0.0,0.0,1.0
2 kere giydirdim  alt citicitin bi tarafi batıyor ve çok keskin  zibindaçıtçıti  cikti,1.0,0.0,0.0,1.0
çok tatlı 🥰,0.0,0.0,0.0,1.0
pamuklu yapısını beğendim . rengi de çok hoş ve 1 günde elimize ulaştı.,1.0,0.0,0.0,1.0
ideal bir üründü yanlız büyük alinmasi gerekiyor dar kalip,1.0,0.0,0.0,1.0
